Date,O/N,1W,2W,1M,3M,6M,9M,1Y
2007/12/11,1.9135,4.1013,4.8653,4.4289,4.3465,4.3624,4.4133,4.4772
2007/12/12,1.9087,4.3563,4.9797,4.7914,4.3485,4.3653,4.4168,4.4804
2007/12/13,1.9052,4.8123,4.9495,4.7326,4.3484,4.3706,4.4227,4.4851
2007/12/14,1.9039,3.4585,4.8546,4.6057,4.3458,4.3753,4.4271,4.4884
2007/12/17,1.9030,3.2059,4.8060,4.3470,4.3473,4.3790,4.4312,4.4927
2007/12/18,1.8812,2.9164,3.8632,4.2634,4.3548,4.3817,4.4346,4.4965
2007/12/19,1.8955,2.4268,2.9680,4.0395,4.3520,4.3857,4.4382,4.5019
2007/12/20,1.8914,2.3875,2.6688,3.7146,4.3574,4.3894,4.4400,4.5087
2007/12/21,1.8928,2.1818,2.8823,3.5026,4.3890,4.4193,4.4615,4.5321
2007/12/24,1.8800,2.0822,2.6174,3.2342,4.3993,4.4285,4.4774,4.5501
2007/12/25,1.9094,2.0216,2.3633,3.1323,4.4087,4.4346,4.4854,4.5582
2007/12/26,1.9167,2.3803,2.4147,3.1381,4.4135,4.4419,4.4921,4.5629
2007/12/27,1.8421,2.3181,2.4031,3.1419,4.4195,4.4495,4.4997,4.5697
2007/12/28,1.8181,2.4898,2.4637,3.1511,4.4254,4.4554,4.5057,4.5751
2007/12/29,2.2894,2.6005,2.9837,3.6136,4.4348,4.4618,4.5129,4.5825
2008/1/2,2.5844,2.8624,2.9112,3.6792,4.4404,4.4662,4.5183,4.5853
2008/1/3,2.2990,2.9370,3.0068,3.4737,4.4427,4.4668,4.5222,4.5884
2008/1/4,2.2990,2.8432,2.9972,3.3918,4.4446,4.4699,4.5238,4.5905
2008/1/7,2.2723,2.7214,2.9813,3.3197,4.4472,4.4748,4.5272,4.5930
2008/1/8,2.0744,2.3719,2.8252,3.3025,4.4565,4.4879,4.5330,4.5989
2008/1/9,1.9088,2.3985,2.8256,3.3371,4.4618,4.4935,4.5370,4.6057
2008/1/10,1.8859,2.4238,2.8114,3.3555,4.4613,4.5064,4.5417,4.6110
2008/1/11,1.8842,2.0358,2.6406,3.3419,4.4671,4.5095,4.5454,4.6166
2008/1/14,1.8729,2.0070,2.7363,3.3041,4.4692,4.5085,4.5471,4.6208
2008/1/15,1.8755,2.2437,2.4973,3.3430,4.4764,4.5103,4.5503,4.6252
2008/1/16,1.8796,2.5686,2.8635,3.4424,4.4820,4.5137,4.5541,4.6287
2008/1/17,1.8789,2.7350,3.4898,3.6397,4.4888,4.5182,4.5589,4.6322
2008/1/18,1.8784,2.6494,3.4087,3.5660,4.4907,4.5237,4.5666,4.6350
2008/1/21,1.8711,2.7233,3.7702,3.9284,4.4952,4.5278,4.5725,4.6370
2008/1/22,1.8821,4.4169,5.0071,4.0770,4.4981,4.5337,4.5797,4.6414
2008/1/23,1.8803,4.8248,5.0324,4.0967,4.5003,4.5386,4.5856,4.6461
2008/1/24,1.8817,5.1930,4.8548,4.0344,4.5033,4.5446,4.5906,4.6491
2008/1/25,1.8730,3.5719,4.8680,4.0176,4.5057,4.5460,4.5947,4.6508
2008/1/28,1.8786,3.0046,3.6207,4.0158,4.5051,4.5454,4.5968,4.6517
2008/1/29,1.8898,2.9959,3.2949,3.9653,4.5044,4.5475,4.5996,4.6546
2008/1/30,1.8928,3.2497,3.2412,3.6533,4.5027,4.5477,4.6000,4.6569
2008/1/31,1.9881,3.2285,3.3016,3.5386,4.5052,4.5518,4.6032,4.6600
2008/2/1,1.9958,3.1306,3.1252,3.4674,4.5062,4.5540,4.6044,4.6615
2008/2/2,1.9967,2.9576,3.1131,3.3605,4.5032,4.5541,4.6039,4.6621
2008/2/3,1.9970,2.9082,3.0483,3.3071,4.5041,4.5549,4.6048,4.6629
2008/2/4,1.9996,2.8894,3.0068,3.2063,4.5047,4.5561,4.6062,4.6646
2008/2/5,2.2712,2.5757,2.5243,3.1267,4.5029,4.5558,4.6050,4.6639
2008/2/13,2.2381,2.5974,2.6212,3.1976,4.5048,4.5568,4.6059,4.6656
2008/2/14,2.2080,2.5956,2.6170,3.1250,4.5033,4.5567,4.6070,4.6664
2008/2/15,2.1937,2.6040,2.8506,3.0941,4.5041,4.5604,4.6088,4.6684
2008/2/18,2.1832,2.5594,3.1067,3.1884,4.5043,4.5648,4.6090,4.6684
2008/2/19,2.1850,2.5772,4.1059,3.6029,4.5042,4.5680,4.6102,4.6705
2008/2/20,2.2982,2.6436,4.4612,3.7982,4.5047,4.5731,4.6188,4.6781
2008/2/21,2.4054,3.8456,4.5290,3.8795,4.5037,4.5758,4.6231,4.6802
2008/2/22,2.4006,3.7484,4.4358,3.9457,4.5068,4.5811,4.6298,4.6841
2008/2/25,2.3900,4.4083,4.1171,3.9834,4.5059,4.5850,4.6341,4.6874
2008/2/26,2.4373,4.2134,3.6332,3.9815,4.5054,4.5879,4.6377,4.6896
2008/2/27,2.4928,2.8717,3.1676,3.8279,4.5015,4.5904,4.6398,4.6914
2008/2/28,2.4822,2.8214,3.1300,3.7197,4.5013,4.5944,4.6405,4.6937
2008/2/29,2.4847,2.8255,3.0927,3.5356,4.5018,4.5956,4.6398,4.6953
2008/3/3,2.4325,2.8168,2.8421,3.3483,4.5016,4.5949,4.6409,4.6960
2008/3/4,1.9427,2.6216,2.8245,3.2489,4.5018,4.5932,4.6431,4.6966
2008/3/5,1.9392,2.5884,2.8082,3.2507,4.5020,4.5919,4.6443,4.6977
2008/3/6,1.9307,2.5764,2.7078,3.1744,4.4994,4.5883,4.6430,4.6989
2008/3/7,1.9251,2.3757,2.6904,3.1091,4.5001,4.5877,4.6445,4.6998
2008/3/10,1.9239,2.3203,2.6067,3.2005,4.5012,4.5885,4.6457,4.7014
2008/3/11,1.9131,2.5213,2.5869,3.1854,4.5030,4.5911,4.6477,4.7035
2008/3/12,1.9055,2.6727,2.5698,3.1560,4.5022,4.5915,4.6458,4.7054
2008/3/13,1.8924,2.5808,2.6044,3.1395,4.5012,4.5924,4.6459,4.7066
2008/3/14,2.2537,2.5485,2.6631,3.1649,4.5011,4.5923,4.6465,4.7079
2008/3/17,2.1881,2.5233,2.6305,3.2046,4.5011,4.5920,4.6464,4.7086
2008/3/18,2.1643,2.4829,2.6697,3.2108,4.5003,4.5928,4.6454,4.7087
2008/3/19,2.1608,2.4586,2.6038,3.2156,4.5012,4.5941,4.6461,4.7086
2008/3/20,2.1344,2.4349,2.6130,3.2145,4.5014,4.5947,4.6464,4.7057
2008/3/21,2.2891,2.4193,2.6490,3.2093,4.5016,4.5946,4.6471,4.7065
2008/3/24,2.0503,2.3971,2.6195,3.2139,4.5018,4.5937,4.6483,4.7051
2008/3/25,2.0387,2.3832,2.6011,3.2302,4.4998,4.5923,4.6473,4.7041
2008/3/26,2.0751,2.4676,2.6773,3.2339,4.4994,4.5927,4.6468,4.7006
2008/3/27,2.0737,2.3846,2.6570,3.2366,4.4986,4.5930,4.6481,4.6998
2008/3/28,2.2597,2.3876,2.7707,3.2766,4.4986,4.5927,4.6482,4.7002
2008/3/31,2.2848,2.8836,2.9232,3.2957,4.4982,4.5925,4.6490,4.7014
2008/4/1,2.5914,3.1008,2.9951,3.3039,4.4986,4.5923,4.6481,4.7034
2008/4/2,2.3718,3.1539,3.6907,3.3183,4.4979,4.5934,4.6472,4.7038
2008/4/3,2.3610,2.7796,3.6332,3.3685,4.4963,4.5942,4.6470,4.7032
2008/4/7,2.3238,3.2093,3.5210,3.5117,4.4943,4.5947,4.6479,4.7033
2008/4/8,2.3385,3.4941,3.9874,3.6742,4.4957,4.5954,4.6475,4.7040
2008/4/9,2.3514,3.9241,4.3253,3.6677,4.4951,4.5967,4.6486,4.7046
2008/4/10,2.3665,3.4550,3.6993,3.7118,4.4945,4.5973,4.6475,4.7051
2008/4/11,2.3438,2.8371,3.4979,3.4565,4.4956,4.5955,4.6459,4.7042
2008/4/14,2.3969,3.0032,2.9851,3.3577,4.4963,4.5940,4.6444,4.7022
2008/4/15,2.3963,3.2160,3.2483,3.3558,4.4973,4.5944,4.6452,4.7031
2008/4/16,2.3949,3.3166,3.3006,3.3292,4.4980,4.5953,4.6456,4.7034
2008/4/17,2.3958,3.3252,3.3044,3.3047,4.4958,4.5933,4.6447,4.7029
2008/4/18,2.3197,2.8635,3.2547,3.2710,4.4945,4.5924,4.6454,4.7033
2008/4/21,2.2421,2.8147,3.3395,3.2817,4.4918,4.5886,4.6450,4.7028
2008/4/22,2.1281,2.7908,3.1972,3.2896,4.4916,4.5888,4.6441,4.7025
2008/4/23,2.1124,2.6984,3.1584,3.2598,4.4927,4.5876,4.6438,4.7024
2008/4/24,2.0911,2.6875,2.9423,3.3040,4.4913,4.5865,4.6435,4.7025
2008/4/25,2.1129,2.8919,2.9352,3.3327,4.4904,4.5863,4.6435,4.7025
2008/4/28,2.1279,2.8548,2.9876,3.3679,4.4895,4.5861,4.6435,4.7028
2008/4/29,2.1380,2.9408,3.1707,3.4133,4.4897,4.5861,4.6441,4.7030
2008/4/30,2.1660,2.8442,3.1434,3.4340,4.4904,4.5858,4.6437,4.7027
2008/5/4,2.1934,2.8024,3.1030,3.4190,4.4906,4.5863,4.6428,4.7018
2008/5/5,2.2528,2.9475,3.1543,3.4120,4.4912,4.5857,4.6426,4.7023
2008/5/6,2.3211,2.9511,3.2800,3.4105,4.4920,4.5853,4.6432,4.7024
2008/5/7,2.3472,3.0324,3.3268,3.4713,4.4921,4.5857,4.6441,4.7042
2008/5/8,2.3560,3.0113,3.3494,3.4933,4.4930,4.5859,4.6433,4.7041
2008/5/9,2.3620,2.9447,3.3536,3.4339,4.4933,4.5869,4.6439,4.7047
2008/5/12,2.4027,3.1280,3.4324,3.4259,4.4947,4.5874,4.6444,4.7055
2008/5/13,2.4504,3.2881,3.5134,3.6789,4.4947,4.5880,4.6450,4.7056
2008/5/14,2.5267,3.3722,3.5610,3.6541,4.4939,4.5883,4.6462,4.7063
2008/5/15,2.5295,3.4828,3.5922,3.6595,4.4941,4.5881,4.6460,4.7062
2008/5/16,2.5700,3.9612,3.7341,3.6763,4.4938,4.5875,4.6443,4.7048
2008/5/19,2.6057,3.9409,4.0657,3.7351,4.4932,4.5877,4.6453,4.7062
2008/5/20,2.6246,3.9510,4.0408,3.7404,4.4927,4.5876,4.6461,4.7068
2008/5/21,2.6445,3.7600,4.0050,3.6783,4.4930,4.5863,4.6465,4.7080
2008/5/22,2.6466,3.8651,3.6875,3.6852,4.4928,4.5876,4.6468,4.7098
2008/5/23,2.6389,3.5336,3.6095,3.5212,4.4942,4.5883,4.6459,4.7111
2008/5/26,2.7208,3.4797,3.4915,3.5411,4.4911,4.5889,4.6458,4.7097
2008/5/27,2.8719,3.4238,3.4812,3.5788,4.4915,4.5898,4.6473,4.7112
2008/5/28,2.1824,3.0743,3.4733,3.5978,4.4929,4.5891,4.6473,4.7114
2008/5/29,2.4972,3.2011,3.4457,3.6019,4.4851,4.5896,4.6483,4.7103
2008/5/30,2.8565,3.1339,3.3961,3.5440,4.4804,4.5897,4.6469,4.7097
2008/6/2,2.8555,3.1369,3.3453,3.4924,4.4844,4.5900,4.6466,4.7100
2008/6/3,2.8542,3.1201,3.2895,3.5461,4.4846,4.5896,4.6460,4.7086
2008/6/4,2.8719,3.2773,3.3011,3.5858,4.4851,4.5900,4.6460,4.7095
2008/6/5,2.8987,3.3075,3.7557,3.5279,4.4836,4.5895,4.6457,4.7086
2008/6/6,2.9689,3.3309,3.7154,3.5099,4.4857,4.5897,4.6461,4.7095
2008/6/10,3.4417,4.9910,5.0020,4.1952,4.4864,4.5904,4.6467,4.7102
2008/6/11,3.5199,4.1237,4.9694,4.3414,4.4837,4.5911,4.6485,4.7132
2008/6/12,3.4161,3.5518,4.1981,4.2320,4.4809,4.5919,4.6495,4.7145
2008/6/13,2.6442,3.3560,3.9813,4.1022,4.4608,4.5923,4.6504,4.7161
2008/6/16,2.3994,3.3501,3.9436,4.0774,4.4650,4.5921,4.6507,4.7160
2008/6/17,2.4708,3.2258,3.7689,3.9919,4.4655,4.5915,4.6520,4.7146
2008/6/18,2.5448,3.1923,3.3214,3.9692,4.4701,4.5907,4.6505,4.7140
2008/6/19,2.5426,3.3777,3.7800,3.9599,4.4729,4.5913,4.6516,4.7133
2008/6/20,2.6635,3.2246,3.5866,3.9841,4.4751,4.5909,4.6502,4.7122
2008/6/23,2.6813,3.0668,3.2924,3.7201,4.4786,4.5923,4.6506,4.7123
2008/6/24,2.6883,3.1053,3.3150,3.7007,4.4771,4.5912,4.6485,4.7114
2008/6/25,2.6481,3.1663,3.3023,3.7278,4.4794,4.5908,4.6474,4.7110
2008/6/26,2.6614,3.2893,3.3967,3.7128,4.4801,4.5912,4.6471,4.7110
2008/6/27,2.8000,3.2921,3.4067,3.7548,4.4814,4.5913,4.6480,4.7115
2008/6/30,2.7949,3.2936,3.3525,3.7352,4.4833,4.5913,4.6488,4.7124
2008/7/1,2.5006,2.9996,3.3162,3.7256,4.4894,4.5916,4.6492,4.7126
2008/7/2,2.7238,3.1575,3.3309,3.7508,4.4879,4.5925,4.6497,4.7136
2008/7/3,2.5762,2.9005,3.2794,3.6980,4.4867,4.5924,4.6495,4.7130
2008/7/4,2.5632,2.8995,3.2059,3.5999,4.4839,4.5922,4.6494,4.7126
2008/7/7,2.5679,3.0316,3.0946,3.4152,4.4660,4.5913,4.6501,4.7135
2008/7/8,2.5501,3.1960,3.2259,3.3925,4.4569,4.5909,4.6498,4.7133
2008/7/9,2.5282,3.1309,3.2018,3.3295,4.4518,4.5894,4.6478,4.7117
2008/7/10,2.4904,2.9269,3.0927,3.3229,4.4468,4.5893,4.6473,4.7106
2008/7/11,2.3473,2.7678,3.0105,3.2768,4.4306,4.5890,4.6462,4.7097
2008/7/14,2.3226,3.0097,3.0246,3.3013,4.4274,4.5885,4.6459,4.7092
2008/7/15,2.3763,3.0576,3.3147,3.2592,4.4237,4.5882,4.6452,4.7085
2008/7/16,2.4884,2.9060,3.2065,3.3351,4.4185,4.5880,4.6459,4.7077
2008/7/17,2.4920,3.0402,3.1859,3.2694,4.4170,4.5874,4.6453,4.7069
2008/7/18,2.5009,3.1625,3.1861,3.2441,4.4058,4.5858,4.6446,4.7071
2008/7/21,2.5052,3.0678,3.1648,3.2841,4.4027,4.5847,4.6441,4.7067
2008/7/22,2.5041,3.0253,3.0802,3.3059,4.3988,4.5839,4.6442,4.7062
2008/7/23,2.5007,2.9716,3.0688,3.2619,4.3867,4.5828,4.6435,4.7058
2008/7/24,2.5209,3.0842,3.0725,3.2478,4.3686,4.5811,4.6437,4.7058
2008/7/25,2.5192,3.0816,3.0810,3.2291,4.3620,4.5818,4.6434,4.7056
2008/7/28,2.5167,3.1610,3.2773,3.2668,4.3393,4.5796,4.6433,4.7061
2008/7/29,2.5305,3.4189,3.5995,3.4269,4.3499,4.5787,4.6435,4.7065
2008/7/30,2.5236,3.4256,3.9469,3.3861,4.3491,4.5790,4.6440,4.7063
2008/7/31,2.5276,3.7695,4.0177,3.3677,4.3473,4.5787,4.6442,4.7070
2008/8/1,2.7765,3.7905,3.9820,3.3895,4.3473,4.5762,4.6447,4.7073
2008/8/4,2.7898,3.8679,3.9317,3.5291,4.3488,4.5765,4.6450,4.7077
2008/8/5,2.7902,3.9556,3.7894,3.6288,4.3345,4.5771,4.6470,4.7077
2008/8/6,2.7900,3.7928,3.6447,3.4906,4.3342,4.5777,4.6467,4.7074
2008/8/7,2.7863,3.2452,3.5892,3.4286,4.3217,4.5771,4.6465,4.7072
2008/8/8,2.7837,3.1664,3.3881,3.3467,4.3152,4.5750,4.6451,4.7066
2008/8/11,2.7521,3.1493,3.3480,3.3615,4.3261,4.5755,4.6449,4.7065
2008/8/12,2.7284,3.1176,3.1749,3.3063,4.3228,4.5745,4.6448,4.7064
2008/8/13,2.7029,3.1478,3.1386,3.2729,4.3187,4.5744,4.6441,4.7065
2008/8/14,2.5299,3.2425,3.1435,3.2533,4.3268,4.5731,4.6434,4.7059
2008/8/15,2.5483,2.7893,3.1234,3.2588,4.3141,4.5727,4.6434,4.7056
2008/8/18,2.5867,3.2775,3.1847,3.3776,4.3153,4.5714,4.6430,4.7051
2008/8/19,2.5921,3.1142,3.1293,3.3960,4.3242,4.5717,4.6433,4.7054
2008/8/20,2.5763,3.1087,3.1021,3.2844,4.3240,4.5714,4.6428,4.7050
2008/8/21,2.5613,3.0214,3.0948,3.2561,4.3241,4.5718,4.6430,4.7052
2008/8/22,2.5642,3.0949,3.0894,3.2595,4.3249,4.5708,4.6430,4.7058
2008/8/25,2.5667,3.0003,3.0611,3.2504,4.3178,4.5711,4.6424,4.7049
2008/8/26,2.5650,3.0351,3.0538,3.2325,4.3208,4.5697,4.6412,4.7045
2008/8/27,2.6188,3.0317,3.0460,3.2221,4.3239,4.5681,4.6412,4.7037
2008/8/28,2.6347,3.2155,3.1553,3.2168,4.3223,4.5676,4.6413,4.7036
2008/8/29,2.6359,3.0584,3.1610,3.2167,4.3246,4.5670,4.6413,4.7036
2008/9/1,2.6300,3.1008,3.1505,3.2426,4.3214,4.5679,4.6418,4.7040
2008/9/2,2.6607,3.0702,3.1263,3.2262,4.3224,4.5685,4.6418,4.7041
2008/9/3,2.6633,3.0430,3.1178,3.2158,4.3125,4.5683,4.6412,4.7048
2008/9/4,2.6648,3.1553,3.1194,3.2127,4.3138,4.5676,4.6408,4.7038
2008/9/5,2.6569,3.0098,3.0401,3.2153,4.3106,4.5658,4.6410,4.7035
2008/9/8,2.6290,2.9246,3.0886,3.2099,4.3156,4.5662,4.6407,4.7043
2008/9/9,2.6154,3.0546,3.0977,3.2040,4.3145,4.5646,4.6407,4.7031
2008/9/10,2.6178,3.0000,3.0910,3.2215,4.3213,4.5646,4.6402,4.7030
2008/9/11,2.6145,3.0104,3.0474,3.2076,4.3180,4.5643,4.6401,4.7026
2008/9/12,2.6175,3.0213,3.0348,3.2034,4.3216,4.5639,4.6399,4.7025
2008/9/16,2.6109,2.9946,3.0208,3.2149,4.3039,4.5532,4.6239,4.6928
2008/9/17,2.6196,3.0968,3.0307,3.2037,4.2935,4.5470,4.6112,4.6847
2008/9/18,2.6981,3.2109,3.1998,3.2842,4.2900,4.5447,4.6120,4.6852
2008/9/19,2.9850,3.3333,3.4558,3.3653,4.2964,4.5455,4.6090,4.6801
2008/9/22,3.0410,3.4429,3.5268,3.7054,4.3012,4.5444,4.6051,4.6792
2008/9/23,3.0050,3.4229,3.5525,3.8342,4.3059,4.5453,4.6003,4.6772
2008/9/24,3.0141,3.3263,3.5729,3.7972,4.3072,4.5437,4.5969,4.6757
2008/9/25,2.8323,3.3419,3.5658,3.6968,4.3086,4.5447,4.5955,4.6748
2008/9/26,2.8442,3.4247,3.4792,3.5445,4.3065,4.5425,4.5942,4.6742
2008/9/27,2.8192,3.4531,3.5048,3.4513,4.3034,4.5415,4.5923,4.6726
2008/9/28,3.2209,3.2467,3.3071,3.4670,4.3047,4.5395,4.5905,4.6720
2008/10/6,3.1955,3.5519,3.5614,3.4062,4.3042,4.5397,4.5904,4.6719
2008/10/7,3.1992,3.7313,3.5991,3.4013,4.3049,4.5358,4.5868,4.6686
2008/10/8,2.9279,3.3576,3.4307,3.4133,4.3017,4.5323,4.5814,4.6653
2008/10/9,2.7979,3.3075,3.4169,3.4074,4.2721,4.5028,4.5492,4.6230
2008/10/10,2.7988,3.4200,3.3283,3.3170,4.2661,4.4922,4.5363,4.6045
2008/10/13,2.5986,3.3231,3.3350,3.2679,4.2554,4.4890,4.5259,4.5941
2008/10/14,2.5576,3.1500,3.2604,3.2766,4.2453,4.4813,4.5187,4.5874
2008/10/15,2.3588,3.2242,3.1674,3.1824,4.2339,4.4746,4.5090,4.5796
2008/10/16,2.3929,3.2000,3.1513,3.1437,4.2206,4.4664,4.5017,4.5722
2008/10/17,2.2908,3.0825,3.1000,3.1140,4.2090,4.4612,4.4973,4.5661
2008/10/20,2.2938,3.0017,3.0193,3.0892,4.2077,4.4562,4.4929,4.5596
2008/10/21,2.2971,2.9921,3.0133,3.0581,4.2024,4.4526,4.4897,4.5557
2008/10/22,2.2921,2.9171,2.9992,3.0524,4.1940,4.4515,4.4869,4.5520
2008/10/23,2.2958,2.9958,3.0063,3.0908,4.1842,4.4497,4.4820,4.5491
2008/10/24,2.2946,2.9807,3.0154,3.0960,4.1768,4.4435,4.4789,4.5458
2008/10/27,2.2950,2.9171,3.0148,3.0867,4.1666,4.4387,4.4715,4.5387
2008/10/28,2.2946,2.8953,2.9742,3.0607,4.1480,4.4271,4.4664,4.5318
2008/10/29,2.2963,2.9342,2.9485,3.0332,4.1335,4.4173,4.4596,4.5252
2008/10/30,2.2942,2.9138,2.9373,3.0210,4.0941,4.3652,4.4174,4.4759
2008/10/31,2.2921,2.8018,2.9227,3.0108,4.0655,4.3450,4.3911,4.4482
2008/11/3,2.2938,2.8763,2.8997,3.0034,4.0359,4.3316,4.3804,4.4389
2008/11/4,2.3342,2.9363,2.9029,3.0178,4.0121,4.3206,4.3718,4.4262
2008/11/5,2.1942,2.8658,2.8695,3.0240,3.9902,4.3063,4.3588,4.4118
2008/11/6,2.2463,2.8462,2.8586,3.0176,3.9739,4.2959,4.3534,4.4045
2008/11/7,2.2462,2.7877,2.8163,2.9822,3.9598,4.2820,4.3432,4.3950
2008/11/10,2.1788,2.7898,2.8044,2.9679,3.9405,4.2735,4.3324,4.3848
2008/11/11,2.1921,2.7813,2.7954,2.9670,3.9081,4.2383,4.3193,4.3754
2008/11/12,2.1938,2.7804,2.7913,2.9615,3.8723,4.2130,4.3025,4.3645
2008/11/13,2.2042,2.6842,2.7732,2.9426,3.8439,4.1775,4.2860,4.3497
2008/11/14,2.1658,2.7121,2.8113,2.9266,3.8101,4.1458,4.2670,4.3346
2008/11/17,2.1938,2.6925,2.7559,2.9178,3.7725,4.1124,4.2474,4.3143
2008/11/18,2.2175,2.6252,2.7158,2.9043,3.7275,4.0656,4.2190,4.2894
2008/11/19,2.2175,2.6267,2.6725,2.8868,3.6873,4.0333,4.1869,4.2611
2008/11/20,2.2425,2.5938,2.6276,2.8642,3.6431,3.9791,4.1452,4.2250
2008/11/21,2.1875,2.5067,2.5622,2.7935,3.5982,3.9433,4.1017,4.1794
2008/11/24,2.1958,2.5888,2.5695,2.7725,3.5518,3.9161,4.0681,4.1470
2008/11/25,2.1950,2.5696,2.5692,2.7929,3.5146,3.8893,4.0361,4.1178
2008/11/26,2.2046,2.5353,2.5254,2.7869,3.4735,3.8511,3.9932,4.0874
2008/11/27,1.5492,1.9808,2.0175,2.3108,2.8130,3.0861,3.2176,3.3213
2008/11/28,1.5942,2.0983,2.0583,2.2833,2.7534,3.0018,3.1506,3.2570
2008/12/1,1.4992,1.9767,2.0014,2.1736,2.7162,2.9602,3.0936,3.1986
2008/12/2,1.4933,1.9683,1.9813,2.1364,2.6862,2.9163,3.0434,3.1575
2008/12/3,1.4940,1.9761,1.9834,2.1162,2.6733,2.8838,3.0089,3.1294
2008/12/4,1.4936,1.9708,1.9859,2.1077,2.6516,2.8599,2.9861,3.1001
2008/12/5,1.4350,1.8500,1.9505,2.0997,2.6233,2.8200,2.9470,3.0623
2008/12/8,1.4300,1.8408,1.9000,2.1350,2.5890,2.7887,2.9133,3.0280
2008/12/9,1.4092,1.7475,1.8442,2.0417,2.5560,2.7586,2.8901,3.0002
2008/12/10,1.1433,1.5742,1.7967,1.9248,2.5198,2.7289,2.8608,2.9780
2008/12/11,1.1156,1.4579,1.5208,1.7815,2.4513,2.6942,2.8367,2.9497
2008/12/12,1.1071,1.5350,1.4923,1.7128,2.3861,2.6527,2.7954,2.9091
2008/12/15,1.0938,1.5212,1.4535,1.6519,2.3452,2.6238,2.7673,2.8858
2008/12/16,1.0321,1.5107,1.4115,1.6690,2.3159,2.5893,2.7372,2.8526
2008/12/17,0.9612,1.4511,1.2882,1.5083,2.2818,2.5555,2.6988,2.8189
2008/12/18,0.9449,1.3975,1.2583,1.4774,2.2469,2.5306,2.6669,2.7901
2008/12/19,0.9221,1.4008,1.2537,1.4579,2.2000,2.4996,2.6364,2.7623
2008/12/22,0.9133,1.3775,1.2442,1.3465,2.1683,2.4575,2.6102,2.7410
2008/12/23,0.9100,1.3667,1.2408,1.3201,2.0653,2.3553,2.5140,2.6424
2008/12/24,0.9004,1.2051,1.2456,1.3126,1.9966,2.2715,2.4380,2.5614
2008/12/25,0.9046,1.2082,1.2660,1.3108,1.9461,2.2131,2.3817,2.5016
2008/12/26,0.8993,1.2044,1.2250,1.2990,1.9051,2.1833,2.3409,2.4582
2008/12/29,0.8889,1.1617,1.1618,1.2724,1.8551,2.1480,2.3024,2.4202
2008/12/30,0.8892,1.0757,1.1301,1.2339,1.8052,2.1045,2.2543,2.3885
2008/12/31,0.9471,1.0058,1.1620,1.2258,1.7782,2.0803,2.2303,2.3597
2009/1/4,0.9117,0.9857,1.1400,1.2178,1.7446,2.0452,2.2070,2.3341
2009/1/5,0.9086,0.9983,1.1021,1.2150,1.6980,2.0174,2.1744,2.3003
2009/1/6,0.8967,0.9900,1.0602,1.1417,1.6516,1.9890,2.1401,2.2768
2009/1/7,0.8894,1.0038,1.0318,1.1256,1.6206,1.9596,2.1100,2.2512
2009/1/8,0.8829,0.9880,1.0346,1.1250,1.5899,1.9158,2.0736,2.2293
2009/1/9,0.8363,0.9439,1.0163,1.1286,1.5535,1.8805,2.0427,2.2003
2009/1/12,0.8333,0.9263,0.9523,1.1217,1.5241,1.8423,2.0057,2.1855
2009/1/13,0.8217,0.9217,0.9495,1.1358,1.4985,1.8125,1.9803,2.1647
2009/1/14,0.8204,0.9203,0.9433,1.1000,1.4820,1.7976,1.9648,2.1539
2009/1/15,0.8200,0.9004,0.9360,1.1100,1.4679,1.7757,1.9463,2.1339
2009/1/16,0.8136,0.9121,0.9346,1.1271,1.4490,1.7516,1.9286,2.1147
2009/1/19,0.8142,0.9075,0.9133,1.1226,1.4328,1.7329,1.9122,2.0902
2009/1/20,0.8167,0.8815,0.9124,1.0950,1.4231,1.7167,1.8994,2.0699
2009/1/21,0.9133,0.9371,0.9313,1.0777,1.4066,1.7042,1.8827,2.0543
2009/1/22,0.8942,1.0254,1.0503,1.1042,1.3997,1.6951,1.8669,2.0367
2009/1/23,0.8775,1.0267,1.0417,1.1144,1.3852,1.6774,1.8513,2.0252
2009/1/24,0.9283,0.9833,1.0250,1.1070,1.3809,1.6702,1.8424,2.0190
2009/2/1,0.9250,0.9258,0.9342,1.0950,1.3656,1.6596,1.8331,2.0057
2009/2/2,0.8063,0.9083,0.9050,1.0800,1.3472,1.6471,1.8181,1.9967
2009/2/3,0.8264,0.9314,0.9264,1.0888,1.3438,1.6378,1.8052,1.9875
2009/2/4,0.8156,0.9404,0.9404,1.0775,1.3399,1.6294,1.7977,1.9807
2009/2/5,0.8263,0.9399,0.9473,1.0708,1.3331,1.6230,1.7912,1.9770
2009/2/6,0.8242,0.9358,0.9413,1.0650,1.3278,1.6117,1.7785,1.9695
2009/2/9,0.8328,0.9375,0.9377,1.0564,1.3239,1.6051,1.7689,1.9603
2009/2/10,0.8321,0.9395,0.9458,1.0538,1.3150,1.6022,1.7612,1.9541
2009/2/11,0.8388,0.9348,0.9521,1.0548,1.3087,1.5986,1.7519,1.9498
2009/2/12,0.8292,0.9325,0.9483,1.0654,1.3038,1.5940,1.7467,1.9472
2009/2/13,0.8346,0.9575,0.9517,1.0679,1.2995,1.5885,1.7403,1.9454
2009/2/16,0.8204,0.9525,0.9469,1.0693,1.2948,1.5837,1.7365,1.9437
2009/2/17,0.8196,0.9533,0.9513,1.0583,1.2916,1.5789,1.7335,1.9432
2009/2/18,0.8163,0.9538,0.9625,1.0592,1.2867,1.5749,1.7262,1.9407
